disease_cui,rid_caller_caller,rid_caller_caller,snomed_code_caller,Terms_caller,rid_caller,Number of diseases,rid_caller,snomed_code,Terms,rid,Number of symptoms
C0015732,1189,233.0,236080009.0,Neuromyopathic fecal incontinence,422.0,1.0,1112,72042002,Incontinence of feces,15,8
C0015732,1774,641.0,236081008.0,Congenital fecal incontinence,391.0,1.0,1112,72042002,Incontinence of feces,15,8
C0015732,608,744.0,439158007.0,Fecal fluid leakage,468.0,1.0,1112,72042002,Incontinence of feces,15,8
C0015732,30,,,,,,1112,72042002,Incontinence of feces,15,8
C0015930,1477,369.0,288273009.0,Fetal distress - prelabor,744.0,1.0,535,130955003,Nonreassuring fetal status,190,2
C0015930,609,18.0,288274003.0,Fetal distress - in labor,518.0,1.0,535,130955003,Nonreassuring fetal status,190,2
C0016053,2074,411.0,22253000.0,Pain (finding),2.0,136.0,787,24693007,Fibromyositis,1433,1
C0016053,2074,411.0,22253000.0,Pain (finding),2.0,136.0,992,203102006,Muscular rheumatism,1433,1
C0016399,31,561.0,91175000.0,Seizure,1.0,169.0,121,128612007,Focal motor seizure,61,3
C0016399,31,561.0,91175000.0,Seizure,1.0,169.0,1223,82401000,Simple partial seizure with motor dysfunction,61,3
C0016399,610,,,,,,121,128612007,Focal motor seizure,61,3
C0016399,610,,,,,,1223,82401000,Simple partial seizure with motor dysfunction,61,3
C0016399,1775,623.0,29753000.0,Partial seizure,10.0,22.0,121,128612007,Focal motor seizure,61,3
C0016399,1775,623.0,29753000.0,Partial seizure,10.0,22.0,1223,82401000,Simple partial seizure with motor dysfunction,61,3
C0016428,1191,135.0,300855001.0,Mass of digestive structure,11.0,22.0,287,42323001,Eruption cyst,1062,1
C0016696,1192,219.0,15160007.0,Virilization (finding),68.0,5.0,921,79418008,Freemartin,901,1
C0016807,909,177.0,14760008.0,Constipation (disorder),17.0,12.0,408,81120009,Functional disorder of intestine,36,4
C0016807,910,457.0,45325001.0,Hyperactive rectosigmoid junction,732.0,1.0,408,81120009,Functional disorder of intestine,36,4
C0016807,2075,389.0,67015007.0,Abnormal large bowel motility,560.0,1.0,408,81120009,Functional disorder of intestine,36,4
C0016807,1193,213.0,249531009.0,Bowel spasm,77.0,4.0,408,81120009,Functional disorder of intestine,36,4
C0017332,1776,561.0,91175000.0,Seizure,1.0,169.0,601,192979009,Generalized non-convulsive epilepsy,1259,1
C0017411,1194,262.0,95597000.0,Leukoplakia of female genital organs,533.0,1.0,290,310789003,Disorder of female genital system,146,2
C0017411,1194,262.0,95597000.0,Leukoplakia of female genital organs,533.0,1.0,512,244938009,Disorder of female genital organs,146,2
C0017411,1195,592.0,300859007.0,Mass of female genital structure,43.0,7.0,290,310789003,Disorder of female genital system,146,2
C0017411,1195,592.0,300859007.0,Mass of female genital structure,43.0,7.0,512,244938009,Disorder of female genital organs,146,2
C0017412,1777,398.0,63901009.0,Pain in testicle (finding),755.0,1.0,906,64557000,Disorder of male genital organ,17,8
C0017412,611,712.0,198068005.0,Edema of male genital organs,666.0,1.0,906,64557000,Disorder of male genital organ,17,8
C0017412,612,783.0,20502007.0,Pain in scrotum (finding),594.0,1.0,906,64557000,Disorder of male genital organ,17,8
C0017412,1778,759.0,238969001.0,Burning scrotum,93.0,4.0,906,64557000,Disorder of male genital organ,17,8
C0017412,911,673.0,95590003.0,Pruritus of male genital organs,733.0,1.0,906,64557000,Disorder of male genital organ,17,8
C0017412,2076,312.0,95591004.0,Leukoplakia of male genital organs,225.0,2.0,906,64557000,Disorder of male genital organ,17,8
C0017412,2077,608.0,282360001.0,Persistent testicular pain,639.0,1.0,906,64557000,Disorder of male genital organ,17,8
C0017412,2078,593.0,301396000.0,Tenderness of male genitalia,561.0,1.0,906,64557000,Disorder of male genital organ,17,8
C0018196,2079,183.0,300851005.0,Mass of respiratory structure,26.0,11.0,413,72211003,Laryngeal granuloma,966,1
C0018776,912,131.0,427644005.0,Bilateral central hearing loss,218.0,2.0,877,68467004,Central hearing loss,1195,1
C0018975,613,652.0,78455002.0,Subjective visual disturbance,45.0,7.0,351,399323001,Day blindness,415,1
C0018989,1196,,,,,,1163,127377003,Unilateral paresis,1371,1
C0019125,32,358.0,26322001.0,Bleeding from ear,78.0,4.0,1238,111536009,Hematotympanum,527,1
C0020451,1478,505.0,14094001.0,Hyperemesis gravidarum,55.0,6.0,1240,19569008,Mild hyperemesis gravidarum,369,2
C0020451,33,242.0,300359004.0,Finding of vomiting,12.0,16.0,1240,19569008,Mild hyperemesis gravidarum,369,2
C0020451,33,342.0,249497008.0,Vomiting symptom,12.0,16.0,1240,19569008,Mild hyperemesis gravidarum,369,2
C0020454,1197,700.0,80910005.0,Skin sensation disturbance,53.0,6.0,1756,26857005,Hyperesthesia dolorosa,281,2
C0020454,331,710.0,14151009.0,Hyperesthesia (finding),583.0,1.0,1756,26857005,Hyperesthesia dolorosa,281,2
C0020524,1479,,,,,,759,194439006,Disorders of excessive somnolence,1552,1
C0020538,332,204.0,23130000.0,Paroxysmal hypertension,186.0,3.0,155,38341003,Hypertensive disorder,684,1
C0020555,913,87.0,299676003.0,Excessive growth of facial hair,476.0,1.0,1656,271607001,Excessive hair growth,104,3
C0020555,2080,777.0,299677007.0,Excessive growth of body hair,448.0,1.0,1656,271607001,Excessive hair growth,104,3
C0020555,614,800.0,299679005.0,Excessive growth of leg hair,724.0,1.0,1656,271607001,Excessive hair growth,104,3
C0020758,1779,334.0,276697006.0,Harlequin change,178.0,3.0,1224,13059002,Congenital ichthyosis of skin,1577,1
C0021290,1780,601.0,78913002.0,Edema of newborn,217.0,2.0,1171,22925008,Neonatal disorder (disorder),493,1
C0021603,2081,215.0,193462001.0,Insomnia (disorder),38.0,7.0,1714,194437008,Disorders of initiating and maintaining sleep,643,1
C0021807,333,618.0,444827008.0,Erythema of skin,3.0,89.0,826,58759008,Intertrigo (disorder),685,1
C0021807,333,830.0,86735004.0,Erythematous condition,3.0,89.0,826,58759008,Intertrigo (disorder),685,1
C0021831,34,841.0,267045008.0,Gastrointestinal symptom,238.0,2.0,997,85919009,Disorder of intestine,155,2
C0021831,2082,135.0,300855001.0,Mass of digestive structure,11.0,22.0,997,85919009,Disorder of intestine,155,2
C0022353,914,564.0,276549000.0,Newborn physiological jaundice (disorder),35.0,8.0,1272,387712008,Neonatal jaundice,1196,1
C0022354,915,84.0,158248002.0,[D]Jaundice (not of newborn),71.0,5.0,161,59848001,Obstructive hyperbilirubinemia,885,1
C0022354,915,84.0,158248002.0,[D]Jaundice (not of newborn),71.0,5.0,389,44018007,Cholestatic jaundice syndrome,885,1
C0022354,915,182.0,158251009.0,[D]Jaundice (not of newborn) NOS,71.0,5.0,161,59848001,Obstructive hyperbilirubinemia,885,1
C0022354,915,182.0,158251009.0,[D]Jaundice (not of newborn) NOS,71.0,5.0,389,44018007,Cholestatic jaundice syndrome,885,1
C0022362,2083,200.0,95521008.0,Abnormal jaw movement,502.0,1.0,1747,37156001,Disorder of jaw,815,1
C0022408,334,337.0,277138006.0,Rubella arthralgia,282.0,2.0,711,399269003,Arthropathy (disorder),1151,1
C0022541,916,737.0,16110005.0,Ophthalmoplegia (disorder),23.0,11.0,347,77835008,Ophthalmoplegia plus syndrome,1197,1
C0022541,916,737.0,16110005.0,Ophthalmoplegia (disorder),23.0,11.0,1213,51464001,Oculocraniosomatic syndrome,1197,1
C0022782,2084,312.0,95591004.0,Leukoplakia of male genital organs,225.0,2.0,82,3323003,Leukoplakia of penis,967,1
C0022890,1781,443.0,232286009.0,Syncopal vertigo,629.0,1.0,322,20425006,Labyrinthine disorder (disorder),1578,1
C0022904,2085,701.0,71654004.0,Dacryops,760.0,1.0,456,31053003,Disorder of lacrimal system,644,1
C0023009,1198,637.0,44564008.0,Loss of voice,75.0,5.0,902,231543005,Speech and language disorder,1063,1
C0023066,1782,61.0,45352006.0,Spasm (finding),28.0,10.0,497,406444002,Laryngeal spasm,294,2
C0023066,1782,61.0,45352006.0,Spasm (finding),28.0,10.0,726,41432000,Laryngismus stridulus,294,2
C0023066,1199,552.0,70407001.0,Stridor (finding),423.0,1.0,497,406444002,Laryngeal spasm,294,2
C0023066,1199,552.0,70407001.0,Stridor (finding),423.0,1.0,726,41432000,Laryngismus stridulus,294,2
C0023533,1480,6.0,266595006.0,Leukorrhoea unspecified,797.0,1.0,1419,237101004,Leukorrhea (finding),214,2
C0023533,1480,748.0,266595006.0,Leukorrhea unspecified,797.0,1.0,1419,237101004,Leukorrhea (finding),214,2
C0023533,917,310.0,198369007.0,(Leukorrhea unspecified) or (vaginal discharge NOS),477.0,1.0,1419,237101004,Leukorrhea (finding),214,2
C0023533,917,419.0,198369007.0,(Leukorrhoea unspecified) or (vaginal discharge NOS),477.0,1.0,1419,237101004,Leukorrhea (finding),214,2
C0023760,1481,560.0,36269003.0,Cheilodynia (disorder),340.0,2.0,98,90678009,Disorder of lip,337,2
C0023760,2086,155.0,402294001.0,Chapping of lips,200.0,2.0,98,90678009,Disorder of lip,337,2
C0023760,2086,802.0,248182008.0,Cracked lips,200.0,2.0,98,90678009,Disorder of lip,337,2
C0023895,1200,271.0,80515008.0,Large liver,220.0,2.0,1508,235856003,Disease of liver,177,2
C0023895,1482,680.0,66789005.0,Hepatocellular jaundice,102.0,4.0,1508,235856003,Disease of liver,177,2
C0024207,918,516.0,300942003.0,Tender lymph node,375.0,1.0,695,191375005,"Unspecified lymphadenitis, excluding mesenteric lymphaden",360,2
C0024207,2087,819.0,301391005.0,Tenderness of lymphoreticular structure,449.0,1.0,695,191375005,"Unspecified lymphadenitis, excluding mesenteric lymphaden",360,2
C0024248,2088,35.0,300853008.0,Mass of lymphoreticular structure,63.0,5.0,777,12167004,Lymphocyst,1113,1
C0024248,2088,35.0,300853008.0,Mass of lymphoreticular structure,63.0,5.0,1441,234110002,Lymph cyst,1113,1
C0024530,919,653.0,77957000.0,Intermittent fever,525.0,1.0,1509,248437004,Malarial fever,162,2
C0024530,919,653.0,77957000.0,Intermittent fever,525.0,1.0,1731,105649009,Disease due to Plasmodiidae,162,2
C0024530,335,359.0,206445003.0,Malarial pigment deposition,70.0,5.0,1509,248437004,Malarial fever,162,2
C0024530,335,359.0,206445003.0,Malarial pigment deposition,70.0,5.0,1731,105649009,Disease due to Plasmodiidae,162,2
C0025209,615,775.0,111208003.0,Melasma gravidarum,205.0,2.0,754,48010006,Melanosis (morphologic abnormality),1175,1
C0025209,615,775.0,111208003.0,Melasma gravidarum,205.0,2.0,1639,414662006,Melanosis (disorder),1175,1
C0025218,336,775.0,111208003.0,Melasma gravidarum,205.0,2.0,708,36209000,Chloasma (disorder),1008,1
C0025281,1201,406.0,277490005.0,Secondary endolymphatic hydrops,257.0,2.0,332,13445001,Ménière's disease,592,1
C0025303,1783,638.0,238425003.0,Meningococcal rash,189.0,3.0,797,23511006,Meningococcal infectious disease,621,1
C0025517,35,387.0,8900005.0,Hypoproteinemia (disorder),171.0,3.0,1483,75934005,Metabolic disease,370,2
C0025517,35,387.0,8900005.0,Hypoproteinemia (disorder),171.0,3.0,1484,30390004,Generalized metabolic disorder,370,2
C0025517,1202,687.0,56574000.0,Polyuric state,120.0,3.0,1483,75934005,Metabolic disease,370,2
C0025517,1202,687.0,56574000.0,Polyuric state,120.0,3.0,1484,30390004,Generalized metabolic disorder,370,2
C0026603,337,345.0,422587007.0,Nausea (finding),514.0,1.0,800,37031009,Motion sickness,686,1
C0026618,1483,188.0,196318002.0,Teeth staining due to drugs,339.0,2.0,1500,30265004,Dental fluorosis,1242,1
C0026636,2089,254.0,95524000.0,Oral paresthesia,811.0,1.0,948,118938008,Disease of mouth,113,3
C0026636,2090,656.0,95525004.0,Oral hypoesthesia,562.0,1.0,948,118938008,Disease of mouth,113,3
C0026636,338,193.0,109773002.0,Edema of oral vestibule,80.0,4.0,948,118938008,Disease of mouth,113,3
C0026650,920,241.0,127324008.0,Myoclonic disorder,7.0,29.0,1141,60342002,Movement disorder,71,3
C0026650,921,223.0,39960009.0,Grimaces,251.0,2.0,1141,60342002,Movement disorder,71,3
C0026650,1203,480.0,230654000.0,Painful legs and moving toes,100.0,4.0,1141,60342002,Movement disorder,71,3
C0026848,339,455.0,196754001.0,Gastric spasm,227.0,2.0,414,129565002,Disorder of muscle,282,2
C0026848,2091,675.0,449910002.0,Flaccidity of muscle of upper limb,761.0,1.0,414,129565002,Disorder of muscle,282,2
C0026893,2092,484.0,68962001.0,Muscle pain,319.0,2.0,595,203108005,Myalgia and myositis unspecified,131,3
C0026893,922,281.0,279070004.0,Muscle tension pain,786.0,1.0,595,203108005,Myalgia and myositis unspecified,131,3
C0026893,1784,720.0,22166009.0,Skeletal muscle tender (finding),442.0,1.0,595,203108005,Myalgia and myositis unspecified,131,3
C0027145,1204,377.0,59909002.0,Hard edema,61.0,5.0,2,43153006,Myxedema (disorder),1534,1
C0027339,1205,520.0,10165000.0,Subungual hyperkeratosis,121.0,3.0,162,17790008,Disorder of nail,116,3
C0027339,616,577.0,4373005.0,Clubbing of nail (disorder),95.0,4.0,162,17790008,Disorder of nail,116,3
C0027339,1484,538.0,22743000.0,Onychomadesis,348.0,2.0,162,17790008,Disorder of nail,116,3
C0027404,923,251.0,77692006.0,Hypersomnia (disorder),40.0,7.0,1761,60380001,Narcolepsy (disorder),1198,1
C0027436,617,411.0,22253000.0,Pain (finding),2.0,136.0,484,31490007,Nasociliary neuralgia,416,1
C0027438,36,95.0,9366002.0,Palatal myoclonus,65.0,5.0,1347,123952009,Disorder of nasopharynx,528,1
C0027765,2093,417.0,267596000.0,Reaction to spinal or lumbar puncture (disorder),124.0,3.0,475,118940003,Disorder of nervous system,1434,1
C0028432,2094,341.0,397746007.0,Snuffles,134.0,3.0,1426,89488007,Disorder of the nose,1609,1
C0028432,2094,448.0,64531003.0,Nasal discharge,134.0,3.0,1426,89488007,Disorder of the nose,1609,1
C0028432,2094,674.0,267101005.0,Nasal discharge present,134.0,3.0,1426,89488007,Disorder of the nose,1609,1
C0028709,1206,,,,,,989,2492009,Nutritional disorder,1223,1
C0028738,1207,699.0,232124002.0,Voluntary nystagmus,234.0,2.0,1448,563001,Nystagmus (disorder),10,10
C0028738,926,454.0,246759006.0,Irregular nystagmus,232.0,2.0,1448,563001,Nystagmus (disorder),10,10
C0028738,924,769.0,246761002.0,Uniocular nystagmus,672.0,1.0,1448,563001,Nystagmus (disorder),10,10
C0028738,2095,572.0,246762009.0,Gaze paretic nystagmus,266.0,2.0,1448,563001,Nystagmus (disorder),10,10
C0028738,1208,257.0,95789005.0,Nystagmus produced by neck rotation,174.0,3.0,1448,563001,Nystagmus (disorder),10,10
C0028738,1209,667.0,95791002.0,Nystagmus enhanced when fixation removed,169.0,3.0,1448,563001,Nystagmus (disorder),10,10
C0028738,925,129.0,95792009.0,Nystagmus unchanged when fixation removed,219.0,2.0,1448,563001,Nystagmus (disorder),10,10
C0028738,340,589.0,95793004.0,Nystagmus inhibited when fixation removed,264.0,2.0,1448,563001,Nystagmus (disorder),10,10
C0028738,1485,535.0,307698002.0,Nystagmus signs,209.0,2.0,1448,563001,Nystagmus (disorder),10,10
C0028738,37,495.0,404677006.0,Elliptical nystagmus,155.0,3.0,1448,563001,Nystagmus (disorder),10,10
C0028850,2096,737.0,16110005.0,Ophthalmoplegia (disorder),23.0,11.0,1748,45030009,Disorder of eye movements,265,2
C0028850,1210,86.0,68354003.0,Pseudoophthalmoplegia (disorder),481.0,1.0,1748,45030009,Disorder of eye movements,265,2
C0028992,38,442.0,397320006.0,Disorder of umbilicus,18.0,12.0,452,239095007,Omphalitis,831,1
C0029411,1486,751.0,367004.0,Clubbing (morphologic abnormality),233.0,2.0,122,88220006,Pachydermoperiostosis syndrome,1553,1
C0029411,1486,751.0,367004.0,Clubbing (morphologic abnormality),233.0,2.0,998,223726008,Pachydermoperiostosis of nail,1553,1
C0029498,39,89.0,129583005.0,Paralysis of palate,573.0,1.0,770,196574006,Other and unspecified diseases of oral soft tissue,5,12
C0029498,1487,259.0,102616008.0,Painful mouth,540.0,1.0,770,196574006,Other and unspecified diseases of oral soft tissue,5,12
C0029498,341,741.0,9067002.0,Edema of oral soft tissues,81.0,4.0,770,196574006,Other and unspecified diseases of oral soft tissue,5,12
C0029498,1211,326.0,279083003.0,Discomfort in mouth,341.0,2.0,770,196574006,Other and unspecified diseases of oral soft tissue,5,12
C0029498,1212,437.0,162009001.0,Mouth symptoms,424.0,1.0,770,196574006,Other and unspecified diseases of oral soft tissue,5,12
C0029498,1213,696.0,279072007.0,Sore lip (finding),609.0,1.0,770,196574006,Other and unspecified diseases of oral soft tissue,5,12
C0029498,1488,100.0,232411006.0,Edema of uvula,191.0,3.0,770,196574006,Other and unspecified diseases of oral soft tissue,5,12
C0029498,2097,141.0,300854002.0,Mass of oral cavity,42.0,7.0,770,196574006,Other and unspecified diseases of oral soft tissue,5,12
C0029498,1214,590.0,301361000.0,Pain of oral cavity structure,425.0,1.0,770,196574006,Other and unspecified diseases of oral soft tissue,5,12
C0029498,1489,770.0,301392003.0,Tenderness of oral cavity structure,685.0,1.0,770,196574006,Other and unspecified diseases of oral soft tissue,5,12
C0029498,927,193.0,109773002.0,Edema of oral vestibule,80.0,4.0,770,196574006,Other and unspecified diseases of oral soft tissue,5,12
C0029498,2098,546.0,162011005.0,Sore mouth (finding),812.0,1.0,770,196574006,Other and unspecified diseases of oral soft tissue,5,12
C0029546,1785,757.0,36760000.0,Hepatosplenomegaly,549.0,1.0,1369,197314007,Other non-alcoholic chronic liver disease,1579,1
C0029546,1785,757.0,36760000.0,Hepatosplenomegaly,549.0,1.0,1370,197322000,Other non-alcoholic chronic liver disease NOS,1579,1
C0029581,928,167.0,68235000.0,Nasal congestion,321.0,2.0,1583,266346007,Other nasal cavity and sinus disease,13,9
C0029581,1786,300.0,75803007.0,Posterior rhinorrhea (disorder),550.0,1.0,1583,266346007,Other nasal cavity and sinus disease,13,9
C0029581,1490,339.0,82297005.0,Congestion of nasal sinus,85.0,4.0,1583,266346007,Other nasal cavity and sinus disease,13,9
C0029581,40,265.0,14310000.0,Purulent nasal discharge,36.0,8.0,1583,266346007,Other nasal cavity and sinus disease,13,9
C0029581,40,582.0,8442000.0,Purulent rhinitis,36.0,8.0,1583,266346007,Other nasal cavity and sinus disease,13,9
C0029581,342,526.0,64611009.0,Catarrhal nasal discharge,228.0,2.0,1583,266346007,Other nasal cavity and sinus disease,13,9
C0029581,2099,90.0,279073002.0,Sore nostril,640.0,1.0,1583,266346007,Other nasal cavity and sinus disease,13,9
C0029581,41,176.0,301356002.0,Maxillary sinus pain,704.0,1.0,1583,266346007,Other nasal cavity and sinus disease,13,9
C0029581,929,539.0,301357006.0,Frontal sinus pain,603.0,1.0,1583,266346007,Other nasal cavity and sinus disease,13,9
C0029581,1215,341.0,397746007.0,Snuffles,134.0,3.0,1583,266346007,Other nasal cavity and sinus disease,13,9
C0029581,1215,448.0,64531003.0,Nasal discharge,134.0,3.0,1583,266346007,Other nasal cavity and sinus disease,13,9
C0029581,1215,674.0,267101005.0,Nasal discharge present,134.0,3.0,1583,266346007,Other nasal cavity and sinus disease,13,9
C0029594,618,387.0,8900005.0,Hypoproteinemia (disorder),171.0,3.0,684,190825006,Other disorders of plasma protein metabolism NOS,1028,1
C0029594,618,387.0,8900005.0,Hypoproteinemia (disorder),171.0,3.0,1552,190822009,Other disorder of plasma protein metabolism,1028,1
C0029620,1491,699.0,232124002.0,Voluntary nystagmus,234.0,2.0,958,194174004,Other forms of nystagmus (disorder),3,13
C0029620,343,481.0,246758003.0,Mixed nystagmus,515.0,1.0,958,194174004,Other forms of nystagmus (disorder),3,13
C0029620,930,502.0,246764005.0,Postural nystagmus,322.0,2.0,958,194174004,Other forms of nystagmus (disorder),3,13
C0029620,1787,256.0,278465006.0,Spontaneous nystagmus,224.0,2.0,958,194174004,Other forms of nystagmus (disorder),3,13
C0029620,931,225.0,278466007.0,Body positional nystagmus,255.0,2.0,958,194174004,Other forms of nystagmus (disorder),3,13
C0029620,2100,349.0,278467003.0,Neck positional nystagmus,697.0,1.0,958,194174004,Other forms of nystagmus (disorder),3,13
C0029620,932,374.0,95788002.0,"Positional nystagmus, variable eye direction",526.0,1.0,958,194174004,Other forms of nystagmus (disorder),3,13
C0029620,344,257.0,95789005.0,Nystagmus produced by neck rotation,174.0,3.0,958,194174004,Other forms of nystagmus (disorder),3,13
C0029620,345,667.0,95791002.0,Nystagmus enhanced when fixation removed,169.0,3.0,958,194174004,Other forms of nystagmus (disorder),3,13
